,Fout_hydrogen,Fout_methane,Fout_carbon monoxide,Fout_carbon dioxide,Fout_ethylene,Fout_ethane,Fout_propane,Fout_water,Fout_nonane,Fout_decane,Fout_undecane,Fout_dodecane,Fout_tridecane,Fout_tetradecane,Fout_pentadecane,Fout_hexadecane,Fout_heptadecane,Fout_octadecane,Fout_nonadecane,Fout_eicosane,Fout_heneicosane,Fout_docosane,Fout_tricosane,Fout_tetracosane,Fout_pentacosane,Fout_hexacosane,Fout_heptacosane,Fout_octacosane,Fout_nonacosane,Fout_triacontane,Fout_1-nonene,Fout_1-decene,Fout_1-undecene,Fout_1-dodecene,Fout_1-tridecene,Fout_1-tetradecene,Fout_1-pentadecene,Tin,Pin,Fin_hydrogen,Fin_carbon monoxide,W,index,Ta
0,hydrogen,methane,carbon monoxide,carbon dioxide,ethylene,ethane,propane,water,nonane,decane,undecane,dodecane,tridecane,tetradecane,pentadecane,hexadecane,heptadecane,octadecane,nonadecane,eicosane,heneicosane,docosane,tricosane,tetracosane,pentacosane,hexacosane,heptacosane,octacosane,nonacosane,triacontane,1-nonene,1-decene,1-undecene,1-dodecene,1-tridecene,1-tetradecene,1-pentadecene,Tin,Pin,hydrogen,carbon monoxide,W,component names,
1,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,mol/s,K,Pa,mol/s,mol/s,g,unit,K
206,7.35277256313761e-05,1.37771287699918e-06,3.69449918341477e-05,1.4282803465181e-07,2.532675558696e-08,9.987332463643e-08,3.5516709099941e-07,9.972507534269014e-06,1.160976212897964e-08,2.638799238132744e-08,2.850340933254081e-08,2.8540140602533467e-08,2.844784044658854e-08,2.751099945522249e-08,2.6898380355829564e-08,2.551521643325104e-08,2.4307798767175118e-08,2.1825227369188718e-08,2.0288306880529938e-08,1.7868595054687874e-08,1.5966350880968642e-08,1.4098852411908475e-08,1.2133835340666454e-08,1.029114412806283e-08,8.15590952465452e-09,5.765928038589782e-09,4.428127674474931e-09,2.9580368138196784e-09,2.1659196323997677e-09,1.4500378507179353e-09,7.50477009922534e-09,1.5672698618711997e-08,1.3820966786076199e-08,1.012303267874919e-08,6.988917699211771e-09,5.135936917385531e-09,3.293521834839132e-09,517.15,2378156.567,9.193443624723479e-05,4.7203155437720334e-05,5.12,,
212,8.06489895817018e-05,7.2743728150545e-07,3.80602944375251e-05,5.001665200378e-08,1.773824758796e-08,5.246164734023e-08,2.3986650329911e-07,9.437303555788378e-06,1.276427159895862e-08,2.901209326810876e-08,3.133787360799429e-08,3.137825754533532e-08,3.127677878582081e-08,3.024677552425659e-08,2.9573235749325124e-08,2.8052525869352335e-08,2.6725038979271822e-08,2.399559325629646e-08,2.230583679743876e-08,1.9645501590469737e-08,1.7554092566655148e-08,1.5500884464292554e-08,1.3340460218276774e-08,1.1314526280149292e-08,8.966957561461538e-09,6.339309168178375e-09,4.868473934601675e-09,3.252192841838265e-09,2.3813051587385995e-09,1.5942339515409717e-09,8.251066884061552e-09,1.7231238645149186e-08,1.5195365060693754e-08,1.1129697325507956e-08,7.683916578517219e-09,5.646669845628339e-09,3.621039496756853e-09,506.15,2378156.567,9.854919222739216e-05,4.759763129732104e-05,5.12,,
213,7.97079651612433e-05,7.3303600345723e-07,3.75864520733142e-05,6.23591289183e-08,2.21154680253e-08,5.63510504623e-08,1.8608036274528e-07,9.368606217198753e-06,1.2912461319425996e-08,2.9348915777583194e-08,3.170169779443589e-08,3.174255057830212e-08,3.1639893677999145e-08,3.059793235880286e-08,2.991657297033552e-08,2.8378208062398308e-08,2.703530941069551e-08,2.427417556548123e-08,2.2564801493871034e-08,1.987358051895091e-08,1.775789080538295e-08,1.568084551557166e-08,1.3495339331849843e-08,1.1445884851899904e-08,9.071061499095098e-09,6.412906822874572e-09,4.924995592408628e-09,3.28994991590251e-09,2.408951463745913e-09,1.6127425739724886e-09,8.346859525704062e-09,1.743128863768771e-08,1.5371779114820252e-08,1.1258910083381905e-08,7.773124759417883e-09,5.712226146237259e-09,3.6630787801319817e-09,506.15,2378156.567,9.7476992502085e-05,4.707977654834955e-05,5.12,,
214,7.97686841719078e-05,6.7730458919813e-07,3.79669098145617e-05,6.273968281026e-08,1.780034420847e-08,4.859566230121e-08,1.8721593996531e-07,9.285940561096898e-06,1.3090782644843929e-08,2.9754224837689682e-08,3.213949881694101e-08,3.218091577849466e-08,3.207684118453341e-08,3.102049036058842e-08,3.032972138658725e-08,2.8770111631322042e-08,2.7408667524841133e-08,2.4609402371059503e-08,2.2876421812464058e-08,2.0148035026985547e-08,1.800312760003486e-08,1.5897398277035027e-08,1.3681710213209216e-08,1.1603952729656194e-08,9.196333023202799e-09,6.501469182609683e-09,4.993009871018279e-09,3.3353841840137137e-09,2.4422191272266457e-09,1.6350145782197384e-09,8.462129807401758e-09,1.767201505046996e-08,1.5584063663674047e-08,1.1414395836187957e-08,7.880471753569417e-09,5.791112093097876e-09,3.713665964637289e-09,506.15,2378156.567,9.80951362037396e-05,4.7378329741279115e-05,5.12,,
216,0.000113251588981526,1.490644217504e-07,5.9017882572782e-05,0.0,6.29611807924e-09,1.145910529984e-08,7.567967068714e-08,9.283050068461888e-06,1.3097017839749422e-08,2.9768396900289614e-08,3.215480699558283e-08,3.21962436842097e-08,3.209211951908103e-08,3.103526555078977e-08,3.034416756061712e-08,2.8783814956657194e-08,2.7421722388614656e-08,2.462112393305119e-08,2.288731794851725e-08,2.015763162092223e-08,1.8011702565530822e-08,1.5904970274786176e-08,1.3688226869404208e-08,1.1609479741211307e-08,9.200713275352051e-09,6.504565859762258e-09,4.995388062647877e-09,3.3369728415475107e-09,2.443382366482335e-09,1.6357933425491986e-09,8.466160355467234e-09,1.7680432305664087e-08,1.5591486418829248e-08,1.1419832560996395e-08,7.884225255454203e-09,5.793870424177052e-09,3.715434799376328e-09,484.15,2371261.81,0.00012459711922257813,6.830093264124389e-05,5.12,,
217,0.00011278038716882,1.5105821572558e-07,5.84209365129619e-05,0.0,1.914099324064e-08,1.161237524071e-08,6.390992949255e-08,9.318243732240934e-06,1.3021100208808954e-08,2.9595842644258393e-08,3.1968419773673134e-08,3.200961627210761e-08,3.190609566880019e-08,3.085536781643124e-08,3.0168275816233057e-08,2.86169678875247e-08,2.7262770768824337e-08,2.4478406146226778e-08,2.275465026962326e-08,2.004078672869138e-08,1.7907296676746785e-08,1.58127761831071e-08,1.360888226069894e-08,1.1542184711977312e-08,9.14738080200783e-09,6.466861762813511e-09,4.966432003185735e-09,3.317629883040262e-09,2.429219157497304e-09,1.6263113706381866e-09,8.417085761142525e-09,1.7577946644342347e-08,1.5501109454680542e-08,1.135363683274928e-08,7.838523882017994e-09,5.76028591494285e-09,3.6938980639657403e-09,484.15,2357472.296,0.00012357234946385847,6.773918024520283e-05,5.12,,
218,0.000113311184961459,1.3997869680178e-07,5.8775868404082e-05,0.0,0.0,0.0,0.0,9.188474674102759e-06,1.330103012815688e-08,3.023209931317155e-08,3.265568252608409e-08,3.269776467414105e-08,3.25920185665621e-08,3.151870198065654e-08,3.081683875490018e-08,2.9232180533482037e-08,2.7848870645189246e-08,2.500464725860555e-08,2.3243833772754334e-08,2.0471627112581237e-08,1.829227091349138e-08,1.615272204717544e-08,1.3901448422740737e-08,1.1790320643942325e-08,9.344032815208567e-09,6.605887502779316e-09,5.073201238335174e-09,3.3889528780785343e-09,2.4814429413505774e-09,1.661274100631569e-09,8.598037762162162e-09,1.795584045573657e-08,1.5834355052200522e-08,1.1597719329000021e-08,8.007037857251489e-09,5.884121562141087e-09,3.773310139024179e-09,484.15,2336788.025,0.0001239830999362261,6.796434307818476e-05,5.12,,
222,7.63491656382327e-05,9.1230859043947e-07,2.46151858526862e-05,6.472986594075e-08,1.147812120957e-08,8.008021642264e-08,2.7593524210131e-07,8.883435577024378e-06,1.3959041915159264e-08,3.1727703601126815e-08,3.427118326608194e-08,3.431534724909282e-08,3.4204369803448604e-08,3.3077955453091253e-08,3.2341370535032765e-08,3.0678318100684e-08,2.9226574850252838e-08,2.624164563147362e-08,2.4393723401619932e-08,2.1484373629911518e-08,1.919720306958342e-08,1.6951809140190508e-08,1.4589163346354452e-08,1.237359651667555e-08,9.806289021780764e-09,6.932685637852999e-09,5.324176251585686e-09,3.5566068806546745e-09,2.6042017569047234e-09,1.7434585577093184e-09,9.02338904233239e-09,1.8844129148534693e-08,1.661769229477036e-08,1.2171467072392652e-08,8.403151935505657e-09,6.175213402903667e-09,3.95997857925555e-09,506.15,2102366.287,0.00010451436019505637,3.362808116159208e-05,5.12,,
223,7.75225330094597e-05,1.00084084298019e-06,2.46034628698734e-05,5.525720103458e-08,1.56774333939e-08,7.133338266169e-08,2.3555446815345e-07,8.946154244868973e-06,1.382374901958586e-08,3.1420194467177616e-08,3.39390223880664e-08,3.3982758327865e-08,3.3872856490421974e-08,3.2757359498147037e-08,3.202791365933235e-08,3.038097975093264e-08,2.8943306989663533e-08,2.5987308102890255e-08,2.415729618169463e-08,2.1276144215913196e-08,1.9011141217632532e-08,1.6787509945609437e-08,1.444776322984802e-08,1.225366996931129e-08,9.711245160987881e-09,6.865493124230219e-09,5.2725736254170575e-09,3.5221357725209913e-09,2.5789614862263782e-09,1.7265607248911098e-09,8.935933152534057e-09,1.866148933610632e-08,1.6456631405207027e-08,1.2053499590554801e-08,8.321707466450573e-09,6.115362411185156e-09,3.921597938832491e-09,506.15,2102366.287,0.00010461397106353527,3.366013151681153e-05,5.12,,
224,7.71031395016345e-05,9.3545077849725e-07,2.4296435128384e-05,5.415758107904e-08,1.152408899987e-08,5.942676927875e-08,2.3856249142177e-07,8.937653860845028e-06,1.3842085530988414e-08,3.1461871783027435e-08,3.398404080312361e-08,3.4027834756458025e-08,3.391778713972656e-08,3.2800810496505325e-08,3.2070397084283305e-08,3.0421278600458514e-08,2.898169883820561e-08,2.6021778966812566e-08,2.418933962636821e-08,2.1304365956662738e-08,1.9036358545234388e-08,1.6809777737588447e-08,1.446692746487791e-08,1.2269923849412635e-08,9.724126641791329e-09,6.874599857344242e-09,5.2795674305177064e-09,3.5268077093930137e-09,2.5823823495993996e-09,1.7288509213041318e-09,8.947786220751063e-09,1.868624286798218e-08,1.6478460303357718e-08,1.206948795466426e-08,8.332745795027798e-09,6.1234741334411505e-09,3.926799742281017e-09,506.15,2095471.53,0.00010362649062555768,3.334240415138711e-05,5.12,,
230,7.42870682748002e-06,3.70112560290354e-06,2.28099160349152e-06,1.47565122094823e-06,1.152408899987e-08,2.7191110836302e-07,6.7735926847586e-07,2.0793292762726356e-05,2.3067472329810296e-08,6.471728297637014e-08,7.823775200355038e-08,8.082489917439286e-08,8.0422550137939e-08,7.880219925803792e-08,6.965393768539589e-08,6.066301984448644e-08,5.405568081029249e-08,4.783213170929234e-08,4.2199911271951815e-08,3.818010545774381e-08,3.4285610960990816e-08,3.1205728145417817e-08,2.889450227651576e-08,2.4929207329858506e-08,2.197481767147527e-08,1.8987097308588103e-08,1.6334729339936527e-08,1.3046720372873659e-08,1.0138773542287246e-08,7.811420646512645e-09,5.536831873157598e-09,1.4158194905158e-08,1.4773527940707717e-08,1.1078901586603598e-08,8.25639197124082e-09,1.201935706556217e-09,9.083839358007277e-10,527.15,2150629.586,5.849412322868101e-05,2.6025586808114337e-05,5.12,,
231,8.1990209211153e-06,3.89556918836077e-06,2.73330991794062e-06,1.48257705450821e-06,1.152408899987e-08,2.8482704969702e-07,7.318313515224e-07,2.0955082371988552e-05,2.2775738864760342e-08,6.389880590435406e-08,7.72482820623545e-08,7.980270967910139e-08,7.940544913595472e-08,7.780559077339718e-08,6.877302692478888e-08,5.989581688758701e-08,5.337204062453874e-08,4.72272005176661e-08,4.166621056282568e-08,3.769724308331859e-08,3.385200211369294e-08,3.081107046159761e-08,2.8529074580342557e-08,2.4613928571470668e-08,2.169690296927117e-08,1.874696819474858e-08,1.6128144625197993e-08,1.2881718985313847e-08,1.0010548850194482e-08,7.712629899976236e-09,5.466807766282747e-09,1.3979136740506098e-08,1.4586687682029475e-08,1.0938787130082479e-08,8.151973688901841e-09,1.1867348703558947e-09,8.96895637932721e-10,527.15,2150629.586,5.9905501421977435e-05,2.6653546398945594e-05,5.12,,
232,8.85051378734359e-06,4.01129710513294e-06,3.11315682768017e-06,1.49781220893852e-06,1.152408899987e-08,2.9501827617568e-07,7.7113336345088e-07,2.1052401864030843e-05,2.2600255700174735e-08,6.34064765560102e-08,7.665309728808236e-08,7.91878434778269e-08,7.87936437590816e-08,7.720611203101953e-08,6.824314253883968e-08,5.9434329883574316e-08,5.296081819857051e-08,4.68633230316021e-08,4.1345179551306314e-08,3.7406792286016515e-08,3.3591178239054095e-08,3.0573676444175107e-08,2.8309262950090532e-08,2.4424282470228757e-08,2.1529732050366513e-08,1.860252601771386e-08,1.6003880034945638e-08,1.2782467548235644e-08,9.933419286938515e-09,7.653205408408172e-09,5.424686949359755e-09,1.3871429887702544e-08,1.4474299753345196e-08,1.0854505649963947e-08,8.089164128736024e-09,1.1775912815656159e-09,8.899852107548356e-10,527.15,2150629.586,6.104644646681556e-05,2.7161183109588056e-05,5.12,,
235,1.28338285433837e-05,4.34267934394848e-06,8.09810094676892e-06,1.48830067541849e-06,1.152408899987e-08,2.9251214579271e-07,8.1741071067468e-07,2.187574677316306e-05,2.1115628446497916e-08,5.924125894062078e-08,7.161769951106749e-08,7.398593637789232e-08,7.361763192571413e-08,7.21343863128547e-08,6.376020081314363e-08,5.5530045475478404e-08,4.948178348685205e-08,4.378483721738898e-08,3.862918460043696e-08,3.49495128624028e-08,3.138454928058484e-08,2.8565269375852938e-08,2.644960685306315e-08,2.2819833569833254e-08,2.0115428274764262e-08,1.7380512537887764e-08,1.495257350197261e-08,1.1942777947236862e-08,9.280885740803732e-09,7.150460772327716e-09,5.068335313585023e-09,1.2960205557679093e-08,1.3523472462858487e-08,1.0141465269938474e-08,7.557781046867018e-09,1.1002344527979215e-09,8.315214342035941e-10,526.15,2143734.829,5.719156928982827e-05,3.2950449070768955e-05,5.12,,
243,1.47371389398171e-05,1.7266983733887e-06,2.23902596671306e-05,6.6305100530846e-07,1.152408899987e-08,1.19664745256e-07,4.0599983697177e-07,1.9826347675739242e-05,2.481103449073142e-08,6.960895919220769e-08,8.415137712894543e-08,8.693407463349248e-08,8.650131391840241e-08,8.47584883069305e-08,7.491875250216576e-08,6.524825330465047e-08,5.814149646864084e-08,5.144753844879632e-08,4.5389604855887245e-08,4.106596075321423e-08,3.687709966339161e-08,3.356442293522487e-08,3.107850233112411e-08,2.6813489317093312e-08,2.3635791185925357e-08,2.0422243038456362e-08,1.756939500155718e-08,1.4032860841192944e-08,1.0905115933587544e-08,8.401849336209029e-09,5.955335054060689e-09,1.5228346526047916e-08,1.5890189702882716e-08,1.1916303852217583e-08,8.880453958656103e-09,1.2927843954740396e-09,9.770444216747678e-10,526.15,2136840.072,6.016636707686236e-05,4.354270935348676e-05,5.12,,
244,1.49045100974479e-05,1.68625458028209e-06,2.22565157182952e-05,5.8737014417771e-07,1.152408899987e-08,1.0732666374226e-07,3.8969774604691e-07,1.9835978653309706e-05,2.4793668242853928e-08,6.956023706253278e-08,8.409247617199422e-08,8.687322595385965e-08,8.64407681455207e-08,8.469916240827803e-08,7.48663138331086e-08,6.520258340963318e-08,5.810080088055402e-08,5.141152823303033e-08,4.535783483318693e-08,4.103721702412731e-08,3.6851287887828727e-08,3.354092983626618e-08,3.105674922867507e-08,2.679472146998419e-08,2.36192475384338e-08,2.0407948683460697e-08,1.7557097470441802e-08,1.4023038673564684e-08,1.0897483001292592e-08,8.395968541586922e-09,5.951166673867554e-09,1.521768758957211e-08,1.587906751556305e-08,1.1907963148545658e-08,8.874238169275442e-09,1.2918795233183726e-09,9.763605487141114e-10,526.15,2136840.072,5.978572214738532e-05,4.3267234659960325e-05,5.12,,
245,1.51201406644226e-05,1.66692983635591e-06,2.25604412690684e-05,6.0718790702082e-07,1.152408899987e-08,1.1729989941756e-07,4.1012831253326e-07,1.98403001189732e-05,2.4785875924435858e-08,6.953837521009859e-08,8.406604703111528e-08,8.684592286050506e-08,8.641360096787296e-08,8.46725425940269e-08,7.48427843516918e-08,6.518209110947686e-08,5.808254057569023e-08,5.139537027711887e-08,4.5343579472168445e-08,4.102431957551618e-08,3.683970602077601e-08,3.353038837048701e-08,3.104698850764542e-08,2.6786300247292475e-08,2.361182432474021e-08,2.040153473805966e-08,1.755157950945891e-08,1.4018631420008533e-08,1.0894058068093123e-08,8.393329800934943e-09,5.949296301753692e-09,1.5212904873835046e-08,1.587407693695841e-08,1.1904220634946814e-08,8.871449114874317e-09,1.2914735028576294e-09,9.760536916483516e-10,526.15,2136840.072,6.026641866443205e-05,4.361511720208324e-05,5.12,,
247,5.61280653657691e-06,2.39472009432529e-06,4.41530209953349e-06,5.8613718511897e-07,1.152408899987e-08,1.3395261638926e-07,2.9066113155235e-07,1.932431495440658e-05,2.5716282646226268e-08,7.214869133994227e-08,8.722169968872369e-08,9.01059258814128e-08,8.965737558530979e-08,8.785096174777165e-08,7.765221621726783e-08,6.762888201142045e-08,6.026283012184296e-08,5.3324638305431524e-08,4.704567671737215e-08,4.256428139918964e-08,3.82225867474854e-08,3.478904466406539e-08,3.2212423487104206e-08,2.7791798454334123e-08,2.4498159757566862e-08,2.1167363031277956e-08,1.82104268144089e-08,1.4544859701923692e-08,1.1302996807439271e-08,8.708396756357514e-09,6.172619668898339e-09,1.578396352819633e-08,1.6469954521813237e-08,1.2351078633033992e-08,9.204463607227325e-09,1.33995254922001e-09,1.0126925789850976e-09,526.15,2095471.53,6.155301600868067e-05,2.491189142417801e-05,5.12,,
248,5.69289319127585e-06,2.65035241329742e-06,3.78651729873643e-06,6.0888251941425e-07,1.152408899987e-08,1.4180898764869e-07,2.988049501868e-07,1.9516287963592513e-05,2.5370123511401258e-08,7.117751953737008e-08,8.604763466083576e-08,8.889303715348877e-08,8.845052465781595e-08,8.666842641284381e-08,7.660696312401182e-08,6.671855000082981e-08,5.945165031704544e-08,5.260685141085586e-08,4.641240903347802e-08,4.1991336427854364e-08,3.770808402011609e-08,3.432075981248056e-08,3.177882175709098e-08,2.7417701426372148e-08,2.416839740804125e-08,2.0882435533231914e-08,1.7965301744133822e-08,1.4349075726462218e-08,1.1150850571934771e-08,8.591175650633822e-09,6.0895318947599075e-09,1.5571500349353814e-08,1.6248257424829633e-08,1.2184824483762765e-08,9.080565095041946e-09,1.3219158515555194e-09,9.990610292075627e-10,527.15,2088576.773,6.115107665963126e-05,2.4520570301157443e-05,5.12,,
249,5.33454932381575e-06,2.658466617687e-06,3.20413473441501e-06,6.9284533016386e-07,1.152408899987e-08,1.656704922671e-07,3.4122015082614e-07,1.960889516394968e-05,2.5203137389288876e-08,7.070902919029778e-08,8.548126923409675e-08,8.830794329100197e-08,8.786834341203775e-08,8.609797493554774e-08,7.610273618585221e-08,6.627940858582675e-08,5.9060339626927465e-08,5.226059317881795e-08,4.6106922613638106e-08,4.171494950253047e-08,3.745988945693325e-08,3.409486061311478e-08,3.1569653590915816e-08,2.7237238148912443e-08,2.400932104568038e-08,2.0744987367936657e-08,1.784705414989237e-08,1.4254630127473233e-08,1.1077455687025158e-08,8.534628542944694e-09,6.049450603230971e-09,1.5469008752982922e-08,1.614131141421062e-08,1.2104623983822388e-08,9.020796826624621e-09,1.3132150030274885e-09,9.924852107277669e-10,527.15,2095471.53,6.03484257411315e-05,2.419872055869241e-05,5.12,,
259,7.77168250092569e-06,5.46757685069361e-06,5.07842666215834e-06,1.69200936640494e-06,1.152408899987e-08,3.4567605787939e-07,7.6571244865048e-07,2.2314808171893272e-05,2.0323928016505142e-08,5.702009226800954e-08,6.893249581743036e-08,7.121193901417614e-08,7.085744361314206e-08,6.942981018310074e-08,6.13696028478454e-08,5.344802546874041e-08,4.7626534453530124e-08,4.2143187074699543e-08,3.718083831342373e-08,3.363913062910529e-08,3.020783028197557e-08,2.7494255263958346e-08,2.5457916495763697e-08,2.19642363947183e-08,1.9361228926401463e-08,1.672885496186034e-08,1.4391948043866785e-08,1.1495000488938964e-08,8.932912141517996e-09,6.882364424523432e-09,4.878305295900263e-09,1.2474281099460514e-08,1.3016429113854294e-08,9.76122546626364e-09,7.274412805199164e-09,1.0589827282006625e-09,8.003447217190373e-10,536.15,2123050.558,5.341958848995729e-05,3.077725356686149e-05,5.12,,
260,7.29728787203993e-06,5.13541325167259e-06,5.49441424130232e-06,1.82830789346366e-06,1.152408899987e-08,3.5444578571395e-07,8.0902355433433e-07,2.2056778733950778e-05,2.0789197834258785e-08,5.832543678193854e-08,7.05105475474027e-08,7.28421733793098e-08,7.247956261738192e-08,7.101924678730085e-08,6.277451945202949e-08,5.46715956884803e-08,4.871683495978246e-08,4.310795889212969e-08,3.8032008513001576e-08,3.440922153694969e-08,3.0899369421388673e-08,2.8123673313734223e-08,2.604071722989109e-08,2.2467057318713372e-08,1.980445995176023e-08,1.7111823809861126e-08,1.4721418756322165e-08,1.1758152217198546e-08,9.137410720764986e-09,7.039920406758348e-09,4.989982930958157e-09,1.2759851216075786e-08,1.3314410468476687e-08,9.984686383368466e-09,7.440943837851472e-09,1.0832257141310418e-09,8.18666782420684e-10,535.15,2102366.287,5.4166896280309156e-05,3.120780876218042e-05,5.12,,
261,7.17307511286942e-06,4.96908837861532e-06,5.95239885844639e-06,1.90482414110457e-06,1.152408899987e-08,3.5321845435932e-07,8.2722338061977e-07,2.1892028623630006e-05,2.108626957310791e-08,5.9158890725764695e-08,7.151812326697149e-08,7.388306737049984e-08,7.351527500366203e-08,7.203409167468228e-08,6.36715495249408e-08,5.545283727972962e-08,4.9412984709672243e-08,4.3723959394333686e-08,3.8575475124409905e-08,3.490091955030841e-08,3.1340912643812896e-08,2.8525552626286053e-08,2.64128316909702e-08,2.2788105193561844e-08,2.0087460065653134e-08,1.735634691722693e-08,1.4931783653666106e-08,1.192617287642089e-08,9.267981727546358e-09,7.1405188720415415e-09,5.0612883713097e-09,1.2942185869795286e-08,1.3504669616576348e-08,1.0127364718983826e-08,7.547272814188717e-09,1.0987047022588427e-09,8.303652984736197e-10,535.15,2095471.53,5.494147480328597e-05,3.165407576428554e-05,5.12,,
263,3.60960982308616e-06,3.1297862424576e-06,2.84435451935751e-06,1.5662332055335e-06,1.152408899987e-08,2.313269183877e-07,5.2188695302261e-07,2.0111701339688894e-05,2.4296494567380586e-08,6.816538421589342e-08,8.240621639596713e-08,8.513120534502316e-08,8.470741937321734e-08,8.300073708970204e-08,7.336506117243079e-08,6.389511217437262e-08,5.693573775077469e-08,5.038060137690914e-08,4.444829933264525e-08,4.021432047573282e-08,3.6112329454342446e-08,3.2868352176431755e-08,3.043398546451425e-08,2.6257421784192195e-08,2.314562386985937e-08,1.999871940942006e-08,1.72050347343221e-08,1.3741842458049037e-08,1.0678961819832383e-08,8.227608841921165e-09,5.831831229849342e-09,1.4912535742051793e-08,1.5560653383274363e-08,1.1669179369236603e-08,8.696287994076331e-09,1.2659741798820673e-09,9.567821322475898e-10,535.15,2074787.259,5.5073945566131205e-05,2.6088522270113406e-05,5.12,,
264,3.67395426050242e-06,3.4546864273021e-06,2.66554770573194e-06,1.83048403875461e-06,1.152408899987e-08,2.6296509057935e-07,5.9096288975355e-07,2.025657489771547e-05,2.4035263544758395e-08,6.743248371550358e-08,8.152020133236016e-08,8.421589174833677e-08,8.379666223806004e-08,8.210832985917716e-08,7.257625479126072e-08,6.320812478005607e-08,5.6323576150460864e-08,4.9838919284395254e-08,4.3970400158495546e-08,3.978194419063546e-08,3.5724056951637765e-08,3.2514958264929675e-08,3.010676537425325e-08,2.5975107266553272e-08,2.2896766777492245e-08,1.9783697200847185e-08,1.7020049661457662e-08,1.3594092931956959e-08,1.0564143770298461e-08,8.139147246543698e-09,5.769128553473183e-09,1.475219915724189e-08,1.53933483679476e-08,1.1543714699782596e-08,8.602787254724426e-09,1.2523626801364256e-09,9.464950032076156e-10,535.15,2081682.016,5.611799986156024e-05,2.658309068095663e-05,5.12,,
265,3.67832886618597e-06,3.63539746206283e-06,2.46518899225266e-06,1.87740427866991e-06,1.152408899987e-08,2.6431006921897e-07,5.9797025820563e-07,2.0386091098484494e-05,2.3801724381132505e-08,6.67772745134572e-08,8.072810851414244e-08,8.339760619526639e-08,8.29824501376903e-08,8.131052247727255e-08,7.18710660251177e-08,6.259396165394738e-08,5.5776306891602816e-08,4.935465833572618e-08,4.35431608041948e-08,3.9395402060303e-08,3.5376943371365474e-08,3.219902596219533e-08,2.98142323303825e-08,2.5722719569000998e-08,2.26742898425922e-08,1.959146847453803e-08,1.6854673976876298e-08,1.3462005630826692e-08,1.0461497036429916e-08,8.060063044406861e-09,5.713072689774439e-09,1.4608859091658287e-08,1.5243778562043123e-08,1.1431549943565015e-08,8.519198084313271e-09,1.2401940707791497e-09,9.372983638192616e-10,535.15,2088576.773,5.564765128061144e-05,2.6606088648076976e-05,5.12,,
268,1.17616074321939e-05,2.93118543449335e-06,1.85662824148252e-05,1.66521115559629e-06,1.152408899987e-08,2.265354884938e-07,7.0826687043972e-07,2.0568440178716387e-05,2.3472918784362007e-08,6.585478918233097e-08,7.961290133540595e-08,8.224552161369707e-08,8.183610067148819e-08,8.018726962219566e-08,7.087821322266893e-08,6.172926611398178e-08,5.500579289104218e-08,4.8672855302146544e-08,4.294163989149798e-08,3.885117978140292e-08,3.488823352871397e-08,3.175421701569224e-08,2.940236778239132e-08,2.536737665253777e-08,2.23610590327711e-08,1.9320824869888647e-08,1.662183743753161e-08,1.3276036634450927e-08,1.031697814691186e-08,7.948718429332468e-09,5.634150245119816e-09,1.4407047048343624e-08,1.503319551239219e-08,1.1273630393661093e-08,8.40151081236338e-09,1.2230615830222116e-09,9.243501864967856e-10,536.15,2129945.315,5.867741199953129e-05,4.246514490473417e-05,5.12,,
269,1.22208210852884e-05,2.94793413105711e-06,2.09777885998505e-05,1.50708282390314e-06,1.152408899987e-08,2.0582911561716e-07,6.6669378122044e-07,2.0340577260157635e-05,2.3883793370750372e-08,6.700752436262776e-08,8.100646121638483e-08,8.368516339773613e-08,8.326857587084156e-08,8.159088335861695e-08,7.211887940523213e-08,6.280978732719948e-08,5.5968625106783835e-08,4.9524834532949896e-08,4.369329880070069e-08,3.9531238472443024e-08,3.549892402922731e-08,3.231004907485231e-08,2.991703261007679e-08,2.5811412201998843e-08,2.275247140741863e-08,1.9659020387882185e-08,1.6912789348748987e-08,1.350842299045412e-08,1.0497568561245601e-08,8.087854359847651e-09,5.732771518975019e-09,1.4659230833046597e-08,1.5296339522942964e-08,1.1470966237049123e-08,8.548572509793481e-09,1.2444702934884423e-09,9.40530193936163e-10,536.15,2129945.315,6.218426251914359e-05,4.433253150781441e-05,5.12,,
